Gene A,Gene B,Phenotype
SPAC1486.03C,SPBC317.01,0
SPAC1486.03C,SPBC32H8.11,1
SPAC1486.03C,SPBC337.03,1
SPAC1486.03C,SPBC342.06C,1
SPAC1486.03C,SPBC354.12,1
SPAC1486.03C,SPBC36.10,1
SPAC1486.03C,SPBC36B7.03,1
SPAC1486.03C,SPBC3B8.05,1
SPAC1486.03C,SPBC3F6.01C,0
SPAC1486.03C,SPBC3H7.06C,1
SPAC1486.03C,SPBC3H7.10,1
SPAC1486.03C,SPBC428.08C,0
SPAC1486.03C,SPBC4B4.04,0
SPAC1486.03C,SPBC4F6.10,0
SPAC1486.03C,SPBC4F6.16C,1
SPAC1486.03C,SPBC530.03C,1
SPAC1486.03C,SPBC56F2.06,0
SPAC1486.03C,SPBC577.13,0
SPAC1486.03C,SPBC651.11C,1
SPAC1486.03C,SPBC651.12C,1
SPAC1486.03C,SPBC660.12C,1
SPAC1486.03C,SPBC6B1.02,1
SPAC1486.03C,SPBC725.09C,1
SPAC1486.03C,SPBC725.10,0
SPAC1486.03C,SPBC776.11,1
SPAC1486.03C,SPBC776.16,1
SPAC1486.03C,SPBC8D2.03C,0
SPAC1486.03C,SPBC947.04,0
SPAC1486.03C,SPBC947.06C,1
SPAC1486.03C,SPBC947.09,0
SPAC1486.03C,SPBP35G2.04C,0
SPAC1486.03C,SPBP35G2.14,1
SPAC1486.03C,SPBP8B7.08C,0
SPAC1486.03C,SPBP8B7.09C,0
SPAC1486.03C,SPBP8B7.10C,1
SPAC1486.03C,SPBP8B7.30C,1
SPAC1486.03C,SPBPB2B2.19C,0
SPAC1486.03C,SPBPJ4664.05,1
SPAC1486.03C,SPCC11E10.08,0
SPAC1486.03C,SPCC1223.05C,1
SPAC1486.03C,SPCC1259.08,1
SPAC1486.03C,SPCC126.04C,1
SPAC1486.03C,SPCC126.09,0
SPAC1486.03C,SPCC1322.02,1
SPAC1486.03C,SPCC13B11.02C,0
SPAC1486.03C,SPCC13B11.03C,0
SPAC1486.03C,SPCC1450.08C,0
SPAC1486.03C,SPCC1450.12,0
SPAC1486.03C,SPCC162.02C,1
SPAC1486.03C,SPCC1620.08,0
SPAC1486.03C,SPCC1682.15,0
SPAC1486.03C,SPCC16C4.01,0
SPAC1486.03C,SPCC1739.06C,1
SPAC1486.03C,SPCC1739.15,0
SPAC1486.03C,SPCC1753.02C,0
SPAC1486.03C,SPCC1840.04,0
SPAC1486.03C,SPCC188.07,1
SPAC1486.03C,SPCC188.09C,0
SPAC1486.03C,SPCC1919.06C,0
SPAC1486.03C,SPCC24B10.09,1
SPAC1486.03C,SPCC24B10.12,1
SPAC1486.03C,SPCC24B10.20,0
SPAC1486.03C,SPCC285.04,0
SPAC1486.03C,SPCC285.17,0
SPAC1486.03C,SPCC306.11,0
SPAC1486.03C,SPCC330.12C,0
SPAC1486.03C,SPCC330.14C,1
SPAC1486.03C,SPCC338.08,1
SPAC1486.03C,SPCC417.12,1
SPAC1486.03C,SPCC4G3.04C,1
SPAC1486.03C,SPCC4G3.19,0
SPAC1486.03C,SPCC548.07C,0
SPAC1486.03C,SPCC550.11,1
SPAC1486.03C,SPCC550.12,1
SPAC1486.03C,SPCC553.03,1
SPAC1486.03C,SPCC584.01C,0
SPAC1486.03C,SPCC584.03C,0
SPAC1486.03C,SPCC584.11C,0
SPAC1486.03C,SPCC594.05C,0
SPAC1486.03C,SPCC594.07C,1
SPAC1486.03C,SPCC622.15C,1
SPAC1486.03C,SPCC63.06,1
SPAC1486.03C,SPCC645.12C,0
SPAC1486.03C,SPCC663.06C,0
SPAC1486.03C,SPCC663.07C,0
SPAC1486.03C,SPCC757.04,1
SPAC1486.03C,SPCC757.09C,1
SPAC1486.03C,SPCC794.03,0
SPAC1486.03C,SPCC970.07C,0
SPAC1486.03C,SPCP31B10.05,0
SPAC1486.03C,SPCPB16A4.04C,0
SPAC1486.03C,SPCPB1C11.01,0
SPAC14C4.05C,SPAC1071.03C,0
SPAC14C4.05C,SPAC11H11.03C,1
SPAC14C4.05C,SPAC1687.15,1
SPAC14C4.05C,SPAC16A10.05C,1
SPAC14C4.05C,SPAC1782.01,0
SPAC14C4.05C,SPAC17G8.10C,1
SPAC14C4.05C,SPAC1805.04,1
SPAC14C4.05C,SPAC19G12.15C,1
SPAC14C4.05C,SPAC20H4.04,1
SPAC14C4.05C,SPAC20H4.10,1
SPAC14C4.05C,SPAC222.14C,1
SPAC14C4.05C,SPAC23A1.19C,0
SPAC14C4.05C,SPAC23E2.01,1
SPAC14C4.05C,SPAC23H3.05C,1
SPAC14C4.05C,SPAC24B11.08C,0
SPAC14C4.05C,SPAC25G10.03,0
SPAC14C4.05C,SPAC26H5.07C,0
SPAC14C4.05C,SPAC27F1.03C,0
SPAC14C4.05C,SPAC30.01C,0
SPAC14C4.05C,SPAC3C7.09,1
SPAC14C4.05C,SPAC4G8.05,1
SPAC14C4.05C,SPAC4G8.11C,0
SPAC14C4.05C,SPAC630.10,1
SPAC14C4.05C,SPAC767.01C,1
SPAC14C4.05C,SPAC806.08C,1
SPAC14C4.05C,SPBC106.04,0
SPAC14C4.05C,SPBC1105.11C,0
SPAC14C4.05C,SPBC1198.11C,0
SPAC14C4.05C,SPBC12C2.02C,1
SPAC14C4.05C,SPBC13E7.03C,1
SPAC14C4.05C,SPBC13G1.04C,0
SPAC14C4.05C,SPBC1539.08,1
SPAC14C4.05C,SPBC1861.03,1
SPAC14C4.05C,SPBC18H10.11C,0
SPAC14C4.05C,SPBC1921.03C,1
SPAC14C4.05C,SPBC27.04,0
SPAC14C4.05C,SPBC27.06C,0
SPAC14C4.05C,SPBC336.05C,0
SPAC14C4.05C,SPBC336.13C,1
SPAC14C4.05C,SPBC3E7.08C,0
SPAC14C4.05C,SPBC3H7.13,1
SPAC14C4.05C,SPBC543.03C,0
SPAC14C4.05C,SPBC8D2.17,0
SPAC14C4.05C,SPBP8B7.10C,0
SPAC14C4.05C,SPCC1450.12,0
SPAC14C4.05C,SPCC1620.12C,1
SPAC14C4.05C,SPCC1672.04C,0
SPAC14C4.05C,SPCC1884.02,1
SPAC14C4.05C,SPCC285.14,1
SPAC14C4.05C,SPCC417.07C,1
SPAC14C4.05C,SPCC622.15C,1
SPAC14C4.05C,SPCC74.06,1
SPAC14C4.05C,SPCC794.01C,1
SPAC14C4.05C,SPCP25A2.02C,0
SPAC14C4.09,SPAC10F6.13C,1
SPAC14C4.09,SPAC12B10.07,0
SPAC14C4.09,SPAC1399.02,1
SPAC14C4.09,SPAC1399.04C,1
SPAC14C4.09,SPAC13G7.04C,1
SPAC14C4.09,SPAC1687.05,1
SPAC14C4.09,SPAC1687.22C,0
SPAC14C4.09,SPAC16C9.05,0
SPAC14C4.09,SPAC17C9.08,1
SPAC14C4.09,SPAC17G8.10C,1
SPAC14C4.09,SPAC17G8.14C,1
SPAC14C4.09,SPAC17H9.03C,1
SPAC14C4.09,SPAC17H9.04C,1
SPAC14C4.09,SPAC17H9.13C,0
SPAC14C4.09,SPAC1805.06C,1
SPAC14C4.09,SPAC18B11.03C,1
SPAC14C4.09,SPAC18G6.02C,1
SPAC14C4.09,SPAC18G6.12C,0
SPAC14C4.09,SPAC18G6.15,1
SPAC14C4.09,SPAC19A8.03,1
SPAC14C4.09,SPAC20H4.09,1
SPAC14C4.09,SPAC227.14,1
SPAC14C4.09,SPAC22G7.06C,1
SPAC14C4.09,SPAC3F10.05C,0
SPAC14C4.09,SPAC4F10.13C,0
SPAC14C4.09,SPAC4G8.05,1
SPAC14C4.09,SPAC5H10.04,1
SPAC14C4.09,SPAC5H10.06C,1
SPAC14C4.09,SPAC5H10.07,1
SPAC14C4.09,SPAC630.05,1
SPAC14C4.09,SPAC644.08,1
SPAC14C4.09,SPAC823.09C,1
SPAC14C4.09,SPAC9.10,0
SPAC14C4.09,SPBC1198.09,1
SPAC14C4.09,SPBC11G11.03,1
SPAC14C4.09,SPBC16E9.12C,1
SPAC14C4.09,SPBC16E9.14C,1
SPAC14C4.09,SPBC1703.04,1
SPAC14C4.09,SPBC1734.07C,1
SPAC14C4.09,SPBC1773.04,1
SPAC14C4.09,SPBC18H10.20C,0
SPAC14C4.09,SPBC19F8.04C,0
SPAC14C4.09,SPBC23E6.03C,1
SPAC14C4.09,SPBC25B2.06C,1
SPAC14C4.09,SPBC29A10.05,1
SPAC14C4.09,SPBC29A3.02C,1
SPAC14C4.09,SPBC2D10.05,1
SPAC14C4.09,SPBC2G2.06C,1
SPAC14C4.09,SPBC337.16,1
SPAC14C4.09,SPBC3B8.07C,0
SPAC14C4.09,SPBC409.06,0
SPAC14C4.09,SPBC4F6.10,1
SPAC14C4.09,SPBC530.05,1
SPAC14C4.09,SPBC56F2.08C,1
SPAC14C4.09,SPBC6B1.03C,1
SPAC14C4.09,SPBC8D2.12C,1
SPAC14C4.09,SPBP18G5.03,0
SPAC14C4.09,SPBP19A11.02C,1
SPAC14C4.09,SPBP35G2.03C,0
SPAC14C4.09,SPBPB10D8.01,1
SPAC14C4.09,SPCC1020.12C,0
SPAC14C4.09,SPCC126.04C,1
SPAC14C4.09,SPCC1393.09C,1
SPAC14C4.09,SPCC1682.15,1
SPAC14C4.09,SPCC285.17,1
SPAC14C4.09,SPCC417.06C,1
SPAC14C4.09,SPCC417.07C,1
SPAC14C4.09,SPCC4G3.19,1
SPAC14C4.09,SPCC550.10,1
SPAC14C4.09,SPCC622.15C,0
SPAC14C4.09,SPCC63.06,1
SPAC14C4.09,SPCC663.07C,1
SPAC14C4.09,SPCC70.03C,0
SPAC14C4.09,SPCC757.04,0
SPAC14C4.09,SPCC794.01C,1
SPAC14C4.09,SPCC825.04C,1
SPAC14C4.09,SPCP25A2.02C,0
SPAC14C4.12C,SPAC10F6.13C,1
SPAC14C4.12C,SPAC11H11.03C,0
SPAC14C4.12C,SPAC12B10.03,0
SPAC14C4.12C,SPAC13G6.02C,1
SPAC14C4.12C,SPAC1687.15,0
SPAC14C4.12C,SPAC16C9.05,0
SPAC14C4.12C,SPAC17A5.02C,1
SPAC14C4.12C,SPAC17H9.08,1
SPAC14C4.12C,SPAC17H9.13C,0
SPAC14C4.12C,SPAC19A8.03,0
SPAC14C4.12C,SPAC19A8.04,0
SPAC14C4.12C,SPAC19G12.15C,0
SPAC14C4.12C,SPAC22G7.06C,0
SPAC14C4.12C,SPAC22H12.05C,1
SPAC14C4.12C,SPAC23E2.01,1
SPAC14C4.12C,SPAC23H3.05C,0
SPAC14C4.12C,SPAC26A3.14C,1
SPAC14C4.12C,SPAC26H5.09C,0
SPAC14C4.12C,SPAC30.01C,0
SPAC14C4.12C,SPAC30D11.14C,0
SPAC14C4.12C,SPAC3C7.03C,0
SPAC14C4.12C,SPAC3F10.05C,0
SPAC14C4.12C,SPAC3H8.02,1
SPAC14C4.12C,SPAC4G8.11C,0
SPAC14C4.12C,SPAC4G9.10,0
SPAC14C4.12C,SPAC5H10.04,0
SPAC14C4.12C,SPAC630.13C,0
SPAC14C4.12C,SPAC664.02C,1
SPAC14C4.12C,SPAC767.01C,1
SPAC14C4.12C,SPAC8C9.16C,0
SPAC14C4.12C,SPAPB24D3.04C,0
SPAC14C4.12C,SPBC106.01,0
SPAC14C4.12C,SPBC12D12.07C,1
SPAC14C4.12C,SPBC15D4.07C,1
SPAC14C4.12C,SPBC1604.20C,0
SPAC14C4.12C,SPBC16A3.10,1
SPAC14C4.12C,SPBC16E9.14C,1
SPAC14C4.12C,SPBC16H5.12C,1
SPAC14C4.12C,SPBC1773.16C,0
SPAC14C4.12C,SPBC18H10.11C,0
SPAC14C4.12C,SPBC19C7.10,1
SPAC14C4.12C,SPBC20F10.10,0
SPAC14C4.12C,SPBC215.03C,0
SPAC14C4.12C,SPBC2G5.06C,1
SPAC14C4.12C,SPBC337.09,0
SPAC14C4.12C,SPBC428.08C,0
SPAC14C4.12C,SPBC530.01,0
SPAC14C4.12C,SPBC839.03C,0
SPAC14C4.12C,SPBC887.04C,1
SPAC14C4.12C,SPBC9B6.11C,0
SPAC14C4.12C,SPBP18G5.03,0
SPAC14C4.12C,SPBPB10D8.06C,0
SPAC14C4.12C,SPCC1020.12C,1
SPAC14C4.12C,SPCC11E10.08,0
SPAC14C4.12C,SPCC1450.12,1
SPAC14C4.12C,SPCC285.17,0
SPAC14C4.12C,SPCC550.12,1
SPAC14C4.12C,SPCC594.05C,0
SPAC14C4.12C,SPCC594.06C,1
SPAC14C4.12C,SPCC794.01C,1
SPAC14C4.12C,SPCC970.07C,0
SPAC14C4.13,SPAC1002.07C,0
SPAC14C4.13,SPAC11D3.16C,1
SPAC14C4.13,SPAC12B10.03,1
SPAC14C4.13,SPAC12B10.09,1
SPAC14C4.13,SPAC1399.04C,0
SPAC14C4.13,SPAC167.01,0
SPAC14C4.13,SPAC17A5.07C,0
SPAC14C4.13,SPAC17C9.07,0
SPAC14C4.13,SPAC17C9.08,0
SPAC14C4.13,SPAC17G6.05C,1
SPAC14C4.13,SPAC17G6.06,1
SPAC14C4.13,SPAC17G8.10C,1
SPAC14C4.13,SPAC17H9.03C,0
SPAC14C4.13,SPAC17H9.10C,0
SPAC14C4.13,SPAC17H9.13C,1
SPAC14C4.13,SPAC1805.04,0
SPAC14C4.13,SPAC18G6.15,0
SPAC14C4.13,SPAC19G12.03,1
SPAC14C4.13,SPAC19G12.16C,0
SPAC14C4.13,SPAC1F3.03,0
SPAC14C4.13,SPAC1F7.08,0
SPAC14C4.13,SPAC1F7.11C,1
SPAC14C4.13,SPAC1F8.03C,0
SPAC14C4.13,SPAC20G8.07C,1
SPAC14C4.13,SPAC20G8.08C,1
SPAC14C4.13,SPAC20H4.07,0
SPAC14C4.13,SPAC212.04C,0
SPAC14C4.13,SPAC227.14,1
SPAC14C4.13,SPAC22G7.07C,1
SPAC14C4.13,SPAC22G7.08,1
SPAC14C4.13,SPAC23A1.19C,0
SPAC14C4.13,SPAC23C4.12,1
SPAC14C4.13,SPAC23E2.01,0
SPAC14C4.13,SPAC23H3.05C,0
SPAC14C4.13,SPAC23H3.08C,1
SPAC14C4.13,SPAC24C9.12C,0
SPAC14C4.13,SPAC24C9.16C,1
SPAC14C4.13,SPAC25H1.06,0
SPAC14C4.13,SPAC27E2.07,0
SPAC14C4.13,SPAC2F3.07C,1
SPAC14C4.13,SPAC2F7.03C,0
SPAC14C4.13,SPAC30.01C,0
SPAC14C4.13,SPAC31G5.21,1
SPAC14C4.13,SPAC3A12.13C,1
SPAC14C4.13,SPAC3C7.03C,0
SPAC14C4.13,SPAC3F10.05C,0
SPAC14C4.13,SPAC3F10.15C,0
SPAC14C4.13,SPAC3G9.03,1
SPAC14C4.13,SPAC4G8.06C,0
SPAC14C4.13,SPAC4G9.10,0
SPAC14C4.13,SPAC4G9.14,1
SPAC14C4.13,SPAC521.03,1
SPAC14C4.13,SPAC57A7.07C,1
SPAC14C4.13,SPAC57A7.13,1
SPAC14C4.13,SPAC5D6.09C,1
SPAC14C4.13,SPAC631.02,1
SPAC14C4.13,SPAC664.02C,0
SPAC14C4.13,SPAC664.04C,0
SPAC14C4.13,SPAC6B12.06C,0
SPAC14C4.13,SPAC6F6.04C,0
SPAC14C4.13,SPAC6G10.08,1
SPAC14C4.13,SPAC732.02C,0
SPAC14C4.13,SPAC823.14,1
SPAC14C4.13,SPAC824.08,1
SPAC14C4.13,SPAC926.09C,0
SPAC14C4.13,SPAC9E9.04,0
SPAC14C4.13,SPAC9E9.11,0
SPAC14C4.13,SPAC9E9.17C,0
SPAC14C4.13,SPAP32A8.02,0
SPAC14C4.13,SPAPJ695.01C,0
SPAC14C4.13,SPBC1105.02C,0
SPAC14C4.13,SPBC1105.11C,0
SPAC14C4.13,SPBC115.03,0
SPAC14C4.13,SPBC1198.09,0
SPAC14C4.13,SPBC11C11.10,1
SPAC14C4.13,SPBC11G11.01,0
SPAC14C4.13,SPBC1289.06C,1
SPAC14C4.13,SPBC12D12.07C,1
SPAC14C4.13,SPBC14F5.07,0
SPAC14C4.13,SPBC1539.08,1
SPAC14C4.13,SPBC15D4.07C,1
SPAC14C4.13,SPBC16E9.12C,0
SPAC14C4.13,SPBC16H5.12C,0
SPAC14C4.13,SPBC1709.13C,1
SPAC14C4.13,SPBC1709.14,0
SPAC14C4.13,SPBC1734.15,1
SPAC14C4.13,SPBC1773.01,0
SPAC14C4.13,SPBC19C2.04C,0
SPAC14C4.13,SPBC215.02,1
SPAC14C4.13,SPBC215.03C,0
SPAC14C4.13,SPBC21B10.08C,0
SPAC14C4.13,SPBC23E6.10C,0
SPAC14C4.13,SPBC25B2.01,1
SPAC14C4.13,SPBC25B2.10,0
SPAC14C4.13,SPBC27.05,1
SPAC14C4.13,SPBC27.06C,1
SPAC14C4.13,SPBC28E12.04,1
SPAC14C4.13,SPBC29A10.05,0
SPAC14C4.13,SPBC2A9.11C,1
SPAC14C4.13,SPBC2D10.03C,1
SPAC14C4.13,SPBC2D10.14C,1
SPAC14C4.13,SPBC2G2.13C,0
SPAC14C4.13,SPBC32F12.03C,1
SPAC14C4.13,SPBC337.09,1
SPAC14C4.13,SPBC342.06C,0
SPAC14C4.13,SPBC354.12,0
SPAC14C4.13,SPBC36.10,0
SPAC14C4.13,SPBC365.01,0
SPAC14C4.13,SPBC36B7.03,1
SPAC14C4.13,SPBC3B8.05,1
SPAC14C4.13,SPBC3B8.10C,0
SPAC14C4.13,SPBC3E7.05C,1
SPAC14C4.13,SPBC3E7.08C,0
SPAC14C4.13,SPBC3H7.12,0
SPAC14C4.13,SPBC3H7.13,0
SPAC14C4.13,SPBC428.02C,1
SPAC14C4.13,SPBC56F2.06,0
SPAC14C4.13,SPBC660.14,0
SPAC14C4.13,SPBC839.03C,0
SPAC14C4.13,SPBC887.04C,0
SPAC14C4.13,SPBC8D2.17,0
SPAC14C4.13,SPBC947.01,0
SPAC14C4.13,SPBP35G2.07,1
SPAC14C4.13,SPBP35G2.11C,0
SPAC14C4.13,SPBP35G2.14,0
SPAC14C4.13,SPBP8B7.30C,0
SPAC14C4.13,SPBPJ4664.06,1
SPAC14C4.13,SPCC1235.12C,1
SPAC14C4.13,SPCC1259.08,0
SPAC14C4.13,SPCC1281.07C,0
SPAC14C4.13,SPCC132.03,0
SPAC14C4.13,SPCC1442.11C,0
SPAC14C4.13,SPCC1450.05C,1
SPAC14C4.13,SPCC1450.06C,0
SPAC14C4.13,SPCC1450.08C,0
SPAC14C4.13,SPCC1450.11C,0
SPAC14C4.13,SPCC162.06C,0
SPAC14C4.13,SPCC162.10,0
SPAC14C4.13,SPCC16C4.20C,0
SPAC14C4.13,SPCC1840.12,1
SPAC14C4.13,SPCC188.07,0
SPAC14C4.13,SPCC188.09C,0
SPAC14C4.13,SPCC1906.04,0
SPAC14C4.13,SPCC23B6.05C,0
SPAC14C4.13,SPCC285.17,0
SPAC14C4.13,SPCC2H8.05C,0
SPAC14C4.13,SPCC320.14,0
SPAC14C4.13,SPCC330.12C,1
SPAC14C4.13,SPCC338.08,0
SPAC14C4.13,SPCC417.04,1
SPAC14C4.13,SPCC417.06C,1
SPAC14C4.13,SPCC417.12,1
SPAC14C4.13,SPCC548.05C,1
SPAC14C4.13,SPCC548.07C,1
SPAC14C4.13,SPCC550.10,1
SPAC14C4.13,SPCC584.01C,0
SPAC14C4.13,SPCC584.11C,1
SPAC14C4.13,SPCC622.12C,0
SPAC14C4.13,SPCC645.13,0
SPAC14C4.13,SPCC74.06,1
SPAC14C4.13,SPCC970.07C,0
SPAC14C4.13,SPCP25A2.02C,1
SPAC14C4.13,SPCP31B10.05,1
SPAC14C4.16,SPAC10F6.13C,1
SPAC14C4.16,SPAC1142.03C,0
SPAC14C4.16,SPAC1142.06,0
SPAC14C4.16,SPAC1296.01C,0
SPAC14C4.16,SPAC12B10.09,0
SPAC14C4.16,SPAC139.06,0
SPAC14C4.16,SPAC140.03,0
SPAC14C4.16,SPAC15F9.02,1
SPAC14C4.16,SPAC1639.02C,0
SPAC14C4.16,SPAC167.01,0
SPAC14C4.16,SPAC167.04,0
SPAC14C4.16,SPAC1687.05,0
SPAC14C4.16,SPAC16C9.05,0
SPAC14C4.16,SPAC1705.02,1
SPAC14C4.16,SPAC17A5.02C,0
SPAC14C4.16,SPAC17A5.07C,0
SPAC14C4.16,SPAC17G6.05C,0
SPAC14C4.16,SPAC17G6.06,0
SPAC14C4.16,SPAC17G6.13,0
SPAC14C4.16,SPAC17G8.14C,0
SPAC14C4.16,SPAC17H9.04C,1
SPAC14C4.16,SPAC17H9.06C,1
SPAC14C4.16,SPAC17H9.08,0
SPAC14C4.16,SPAC17H9.10C,0
SPAC14C4.16,SPAC17H9.13C,0
SPAC14C4.16,SPAC1805.04,0
SPAC14C4.16,SPAC18G6.15,0
SPAC14C4.16,SPAC19E9.02,0
SPAC14C4.16,SPAC19G12.15C,0
SPAC14C4.16,SPAC1A6.09C,0
SPAC14C4.16,SPAC1D4.09C,0
SPAC14C4.16,SPAC1F12.04C,0
SPAC14C4.16,SPAC1F5.03C,0
SPAC14C4.16,SPAC20G8.04C,0
SPAC14C4.16,SPAC20H4.07,0
SPAC14C4.16,SPAC212.04C,1
SPAC14C4.16,SPAC227.05,0
SPAC14C4.16,SPAC227.06,0
SPAC14C4.16,SPAC227.10,0
SPAC14C4.16,SPAC22F3.11C,1
SPAC14C4.16,SPAC22G7.06C,1
SPAC14C4.16,SPAC22G7.07C,0
SPAC14C4.16,SPAC22G7.08,0
SPAC14C4.16,SPAC22H10.03C,0
SPAC14C4.16,SPAC22H12.05C,0
SPAC14C4.16,SPAC23A1.19C,0
SPAC14C4.16,SPAC23C11.02C,0
SPAC14C4.16,SPAC23C4.12,0
SPAC14C4.16,SPAC23D3.11,0
SPAC14C4.16,SPAC23G3.04,0
SPAC14C4.16,SPAC23H3.05C,0
SPAC14C4.16,SPAC23H3.08C,0
SPAC14C4.16,SPAC24B11.12C,0
SPAC14C4.16,SPAC24C9.16C,0
SPAC14C4.16,SPAC25B8.05,1
SPAC14C4.16,SPAC25H1.09,0
SPAC14C4.16,SPAC26H5.09C,0
SPAC14C4.16,SPAC27E2.02,0
SPAC14C4.16,SPAC2C4.15C,0
SPAC14C4.16,SPAC2F3.11,0
SPAC14C4.16,SPAC30.01C,0
SPAC14C4.16,SPAC31A2.15C,0
SPAC14C4.16,SPAC328.05,0
SPAC14C4.16,SPAC343.11C,0
SPAC14C4.16,SPAC3A12.13C,0
SPAC14C4.16,SPAC3F10.05C,0
SPAC14C4.16,SPAC3G9.07C,0
SPAC14C4.16,SPAC4C5.03,0
SPAC14C4.16,SPAC4G8.05,0
SPAC14C4.16,SPAC4G8.10,0
SPAC14C4.16,SPAC4G8.11C,0
SPAC14C4.16,SPAC4H3.02C,0
SPAC14C4.16,SPAC5D6.09C,0
SPAC14C4.16,SPAC631.02,0
SPAC14C4.16,SPAC664.01C,0
SPAC14C4.16,SPAC664.02C,0
SPAC14C4.16,SPAC6B12.06C,0
SPAC14C4.16,SPAC6B12.09,0
SPAC14C4.16,SPAC6G10.06,0
SPAC14C4.16,SPAC806.08C,0
SPAC14C4.16,SPAC824.08,1
SPAC14C4.16,SPAC8C9.16C,0
SPAC14C4.16,SPAC9.02C,0
SPAC14C4.16,SPAC9.11,0
SPAC14C4.16,SPAC926.02,0
SPAC14C4.16,SPAC926.06C,0
SPAC14C4.16,SPAC926.09C,0
SPAC14C4.16,SPAC9E9.04,0
SPAC14C4.16,SPAC9E9.11,0
SPAC14C4.16,SPAC9G1.03C,0
SPAC14C4.16,SPAC9G1.08C,0
SPAC14C4.16,SPAP27G11.02,1
SPAC14C4.16,SPAP32A8.02,0
SPAC14C4.16,SPAPB1A10.12C,1
SPAC14C4.16,SPAPB1E7.11C,0
SPAC14C4.16,SPAPJ695.01C,0
SPAC14C4.16,SPBC106.01,0
SPAC14C4.16,SPBC106.04,0
SPAC14C4.16,SPBC1105.09,1
SPAC14C4.16,SPBC1198.11C,0
SPAC14C4.16,SPBC11G11.01,1
SPAC14C4.16,SPBC12C2.02C,0
SPAC14C4.16,SPBC12D12.07C,0
SPAC14C4.16,SPBC1347.11,0
SPAC14C4.16,SPBC13E7.03C,0
SPAC14C4.16,SPBC13G1.08C,0
SPAC14C4.16,SPBC1539.08,0
SPAC14C4.16,SPBC1604.03C,0
SPAC14C4.16,SPBC1604.16C,1
SPAC14C4.16,SPBC1604.20C,0
SPAC14C4.16,SPBC16A3.18,0
SPAC14C4.16,SPBC16C6.03C,0
SPAC14C4.16,SPBC16E9.12C,1
SPAC14C4.16,SPBC16H5.12C,0
SPAC14C4.16,SPBC1703.04,0
SPAC14C4.16,SPBC1709.09,0
SPAC14C4.16,SPBC1734.07C,0
SPAC14C4.16,SPBC1734.15,0
SPAC14C4.16,SPBC1773.06C,1
SPAC14C4.16,SPBC1773.17C,1
SPAC14C4.16,SPBC17D1.02,1
SPAC14C4.16,SPBC1861.03,0
SPAC14C4.16,SPBC18H10.04C,0
SPAC14C4.16,SPBC18H10.11C,0
SPAC14C4.16,SPBC1921.03C,0
SPAC14C4.16,SPBC19C7.10,0
SPAC14C4.16,SPBC1D7.03,0
SPAC14C4.16,SPBC20F10.10,0
SPAC14C4.16,SPBC215.02,0
SPAC14C4.16,SPBC215.03C,0
SPAC14C4.16,SPBC215.05,1
SPAC14C4.16,SPBC216.04C,0
SPAC14C4.16,SPBC21D10.10,0
SPAC14C4.16,SPBC25B2.10,0
SPAC14C4.16,SPBC27.06C,0
SPAC14C4.16,SPBC29B5.02C,1
SPAC14C4.16,SPBC2F12.15C,0
SPAC14C4.16,SPBC2G2.13C,0
SPAC14C4.16,SPBC31A8.01C,1
SPAC14C4.16,SPBC31F10.12,0
SPAC14C4.16,SPBC336.14C,0
SPAC14C4.16,SPBC337.09,0
SPAC14C4.16,SPBC342.01C,0
SPAC14C4.16,SPBC342.06C,0
SPAC14C4.16,SPBC36.10,1
SPAC14C4.16,SPBC365.16,0
SPAC14C4.16,SPBC3B8.05,1
SPAC14C4.16,SPBC3B8.10C,0
SPAC14C4.16,SPBC3E7.11C,0
SPAC14C4.16,SPBC3F6.01C,0
SPAC14C4.16,SPBC3H7.14,1
SPAC14C4.16,SPBC428.08C,0
SPAC14C4.16,SPBC4B4.04,0
SPAC14C4.16,SPBC56F2.08C,0
SPAC14C4.16,SPBC646.13,0
SPAC14C4.16,SPBC725.14,1
SPAC14C4.16,SPBC725.15,1
SPAC14C4.16,SPBC83.02C,0
SPAC14C4.16,SPBC839.03C,0
SPAC14C4.16,SPBC887.04C,0
SPAC14C4.16,SPBC8D2.03C,0
SPAC14C4.16,SPBC8D2.17,0
SPAC14C4.16,SPBC9B6.11C,1
SPAC14C4.16,SPBP23A10.14C,0
SPAC14C4.16,SPBP35G2.14,0
SPAC14C4.16,SPBP4H10.14C,1
SPAC14C4.16,SPBPB10D8.06C,0
SPAC14C4.16,SPCC1020.06C,1
SPAC14C4.16,SPCC11E10.08,0
SPAC14C4.16,SPCC1235.05C,1
SPAC14C4.16,SPCC1259.03,0
SPAC14C4.16,SPCC126.04C,0
SPAC14C4.16,SPCC1322.06,0
SPAC14C4.16,SPCC1393.02C,1
SPAC14C4.16,SPCC13B11.02C,0
SPAC14C4.16,SPCC1494.10,0
SPAC14C4.16,SPCC1620.12C,0
SPAC14C4.16,SPCC1672.06C,0
SPAC14C4.16,SPCC16C4.10,0
SPAC14C4.16,SPCC16C4.20C,0
SPAC14C4.16,SPCC1739.15,0
SPAC14C4.16,SPCC1753.02C,1
SPAC14C4.16,SPCC1795.01C,0
SPAC14C4.16,SPCC23B6.05C,0
SPAC14C4.16,SPCC285.13C,0
SPAC14C4.16,SPCC330.03C,0
SPAC14C4.16,SPCC338.08,0
SPAC14C4.16,SPCC338.14,1
